"char","year","tf_idf","number"
"经济性",2018,0.120223235632361,415
"产品",2018,0.119918444218236,415
"挡位",2018,0.117515841044953,415
"装载机",2018,0.117515841044953,415
"血液",2012,0.390382478905825,2230
"灾后",2012,0.197823784692484,2230
"血",2012,0.167306776673925,2230
"调度",2012,0.150484038797293,2230
"报废",2012,0.144718582027581,2230
"RIES",2019,0.27420362910489,126
"能源",2019,0.182072008042093,126
"TRO",2019,0.137101814552445,126
"不确定性",2019,0.11892017272329,126
"风电",2019,0.112780860848587,126
"匹配",2017,0.477808783689493,694
"序",2017,0.229847159690864,694
"偏好",2017,0.182510750501625,694
"制造",2017,0.14386440608333,694
"供求",2017,0.114923579845432,694
"虚拟机",2011,0.599659923287612,2324
"可移植",2011,0.38151729904979,2324
"裁剪",2011,0.38151729904979,2324
"内存",2011,0.180079096687485,2324
"cPu",2011,0.139550061240881,2324
"健康",2016,0.295930505099015,1169
"穿戴",2016,0.226913653035862,1169
"治疗",2016,0.117048201792031,1169
"调控",2016,0.0907654612143446,1169
"疾病防治",2016,0.0797428921376465,1169
"00",2018,0.309637228214322,437
"耗时",2018,0.176638309457315,437
"实验法",2018,0.169887031075856,437
"饱和度",2018,0.169887031075856,437
"穿戴",2018,0.14502742172292,437
"私钥",2017,0.368848880972019,867
"基",2017,0.215157953771632,867
"属性",2017,0.195545813734227,867
"加密",2017,0.174694600940068,867
"用户",2017,0.136870529538889,867
"可视化",2019,0.251868196053376,248
"矿山",2019,0.211939855417111,248
"建设",2019,0.0978029165316293,248
"开采",2019,0.0929633159250237,248
"结构化",2019,0.0879456053590043,248
"延展",2016,0.313840707515012,1144
"器件",2016,0.300668161049982,1144
"集成",2016,0.235864609519046,1144
"无机",2016,0.219106638209982,1144
"光子",2016,0.188304424509007,1144
"虚机",2012,0.397362886245222,2212
"桌面",2012,0.362118114352343,2212
"手机",2012,0.261936251586978,2212
"机房",2012,0.2103513734595,2212
"小巧",2012,0.132454295415074,2212
"光纤",2018,0.461665469211862,436
"光通信",2018,0.366318910757314,436
"空分",2018,0.366318910757314,436
"多芯",2018,0.244212607171542,436
"复用",2018,0.157569209601549,436
"空间信息",2014,0.251533381439693,1541
"课程",2014,0.200483317636455,1541
"专业",2014,0.136021101237847,1541
"参考资料",2014,0.116638857156558,1541
"课程内容",2014,0.116638857156558,1541
"LibOS",2018,0.849435155379278,452
"内核",2018,0.289668303244639,452
"外",2018,0.109613363201078,452
"系中",2018,0.0849435155379278,452
"基中",2018,0.0849435155379278,452
"电场",2019,0.439006207125786,134
"电法",2019,0.214104203547654,134
"并行",2019,0.190551353389373,134
"电极",2019,0.123761177265643,134
"激励",2019,0.109518426980165,134
"矿井",2016,0.185686873553977,1090
"定位",2016,0.17434280808058,1090
"动",2016,0.169563244022129,1090
"巷道",2016,0.123232049997002,1090
"估计",2016,0.0893895337843557,1090
"信标",2017,0.468571474941017,692
"MBDisEst",2017,0.363479229278575,692
"测距",2017,0.231701864438751,692
"目标",2017,0.126276139612333,692
"距离",2017,0.113387973419355,692
"矿区",2017,0.385916218740215,759
"生态",2017,0.202529943841237,759
"生态环境",2017,0.191694299995337,759
"天地",2017,0.148717134821267,759
"扰动",2017,0.131602389622256,759
"调度",2015,0.186807772300088,1199
"矿下",2015,0.17965065355148,1199
"截止期",2015,0.17965065355148,1199
"关键性",2015,0.138460780695662,1199
"矿山",2015,0.10475188256248,1199
"矿工",2011,0.158728618972086,2266
"终端",2011,0.157218843853459,2266
"双向",2011,0.151004955970592,2266
"矿山",2011,0.112511281270812,2266
"三维",2011,0.108168301851956,2266
"判别",2019,0.2618714765331,249
"工况",2019,0.162443154959776,249
"矿山",2019,0.148588268200039,249
"生命周期",2019,0.130700248034317,249
"设备",2019,0.127112223560283,249
"疏散",2017,0.385855283554672,746
"透",2017,0.213649687467882,746
"突",2017,0.213649687467882,746
"应急",2017,0.187718020947147,746
"模拟",2017,0.182796017306484,746
"CAN",2016,0.300666454717926,961
"以太网",2016,0.185700117395896,961
"STM32",2016,0.179070242603389,961
"通信",2016,0.177121397505097,961
"双",2016,0.173464763336943,961
"冷链",2011,0.365032967288564,2356
"昆仑",2011,0.236812225136041,2356
"海岸",2011,0.215807765119073,2356
"物流",2011,0.212772020380921,2356
"低温",2011,0.182516483644282,2356
"手机",2011,0.257570647393862,2274
"蓝牙",2011,0.244987481622014,2274
"定位",2011,0.244079931312811,2274
"Fi",2011,0.233326847645681,2274
"Wi",2011,0.233326847645681,2274
"冷链",2019,0.277986644319753,163
"质量",2019,0.22101238514462,163
"链物",2019,0.180341617603601,163
"冷",2019,0.148350209270065,163
"监测数据",2019,0.127730516411068,163
"制造",2019,0.441583802005778,301
"车间",2019,0.191496983525882,301
"离散",2019,0.0984116870027301,301
"以物物",2019,0.0814042023905142,301
"以多源",2019,0.0741839192596814,301
"监管",2010,0.19720718468686,2436
"环保",2010,0.149043437812434,2436
"监测数据",2010,0.085592614089891,2436
"人类",2010,0.0817454809851402,2436
"力控",2010,0.0805649838091687,2436
"抄表",2015,0.1745809843554,1303
"前端",2015,0.129930403458381,1303
"电力",2015,0.110893315447104,1303
"调整",2015,0.109839180833455,1303
"GPRS",2015,0.109326149613183,1303
"字符",2013,0.275507531501549,1937
"偏移",2013,0.251523997732888,1937
"Trie",2013,0.22328009798541,1937
"三元组",2013,0.22328009798541,1937
"索引",2013,0.218860852645164,1937
"正则",2015,0.309978052653288,1285
"深度",2015,0.216045436079089,1285
"学习",2015,0.167314554805982,1285
"模型",2015,0.158786290466635,1285
"稀疏",2015,0.155145067915372,1285
"认证",2016,0.310609668725929,930
"密钥建立",2016,0.229730846739659,930
"IoT",2016,0.1932954690491,930
"相互",2016,0.177459095715072,930
"域",2016,0.152379386326808,930
"炼化",2014,0.559682595068437,1694
"企业",2014,0.244333458908582,1694
"稳",2014,0.108538936520686,1694
"智控",2014,0.108538936520686,1694
"着力点",2014,0.108538936520686,1694
"SafeTQ",2012,0.355218337704062,2233
"Top",2012,0.305281415491875,2233
"k",2012,0.275029893122704,2233
"查询",2012,0.139539604596641,2233
"隐私",2012,0.136482685187134,2233
"生命周期",2017,0.162932558525164,689
"开发",2017,0.107033328422653,689
"运行",2017,0.0913194685255391,689
"数据",2017,0.0878306913415116,689
"面向",2017,0.0829955525393325,689
"模拟系统",2012,0.284866249957177,2221
"流域",2012,0.168527365564594,2221
"同化",2012,0.128570181367389,2221
"生产方式",2012,0.124107310341105,2221
"数学模型",2012,0.0984886334318639,2221
"流域",2015,0.295662044850165,1251
"江河",2015,0.164522177462934,1251
"龙",2015,0.164522177462934,1251
"水质",2015,0.140447608405354,1251
"指标",2015,0.140049139358199,1251
"路灯",2012,0.6110334452439,2086
"节能",2012,0.24215752288481,2086
"单元",2012,0.118177791629159,2086
"层",2012,0.114235548854287,2086
"每盏",2012,0.113258020717237,2086
"SPO",2012,0.225427022004501,2074
"IoT",2012,0.207420907171918,2074
"CPN",2012,0.193736282908305,2074
"Internet",2012,0.179676249306906,2074
"定义",2012,0.146351865626139,2074
"工业",2011,0.140506340541627,2355
"时代",2011,0.135871939078701,2355
"产品",2011,0.132909609008545,2355
"交互",2011,0.125109128088206,2355
"设计",2011,0.11798904500412,2355
"供应链",2014,0.615468921138187,1639
"物流",2014,0.575530874800851,1639
"烟草",2014,0.406909214233132,1639
"建设",2014,0.157584090336677,1639
"客户服务",2014,0.116748463097204,1639
"大坝",2014,0.413972565413698,1685
"施工",2014,0.133861969066636,1685
"智能",2014,0.115207889677333,1685
"要素",2014,0.0821608639035582,1685
"监测数据",2014,0.0806066365700915,1685
"逻辑",2018,0.275981865486937,504
"可编程",2018,0.143143738547172,504
"Petri",2018,0.134444349670617,504
"自动机",2018,0.12999748243174,504
"程序",2018,0.122980846518282,504
"纱线",2012,0.550338269682349,2129
"质量",2012,0.202335282174652,2129
"纺织",2012,0.174799028649444,2129
"工序",2012,0.161559489797451,2129
"监控",2012,0.141525947927667,2129
"绿色",2018,0.329013018516029,565
"建筑",2018,0.260383250941022,565
"指标",2018,0.190066689128984,565
"性能指标",2018,0.154768804476885,565
"运行",2018,0.149763928381884,565
"水面",2019,0.277467126581666,332
"蒸发量",2019,0.25372738407433,332
"装置",2019,0.24112542713233,332
"检测",2019,0.137147335033689,332
"相对误差",2019,0.114329089878585,332
"慢性病",2016,0.277852187330833,981
"卫生保健",2016,0.233277714313115,981
"社区",2016,0.211511685498405,981
"健康",2016,0.162320090483415,981
"u",2016,0.116638857156558,981
"煤化",2014,0.440270615745879,1544
"工业园区",2014,0.440270615745879,1544
"应急",2014,0.317269894558558,1544
"突发事件",2014,0.310547511915229,1544
"预报",2014,0.150137937456376,1544
"煤及",2019,0.289437164055161,310
"伴生",2019,0.263765046256645,310
"开采",2019,0.197403584433384,310
"资源",2019,0.15504541470984,310
"开发",2019,0.111450576897239,310
"煤矿",2010,0.461122892997118,2448
"井下",2010,0.203172515102411,2448
"安全监控",2010,0.120808147358132,2448
"无人",2010,0.105901756378348,2448
"煤岩",2010,0.0840301444031114,2448
"煤矿安全",2019,0.307196312725508,132
"生产",2019,0.143562815523066,132
"关键词",2019,0.127297209274643,132
"作者",2019,0.09751349844739,132
"热点",2019,0.0968592040957075,132
"检测仪",2014,0.314821459725996,1517
"煤矿",2014,0.201020761165931,1517
"CO",2014,0.169278379896593,1517
"ZigBee",2014,0.167845168354317,1517
"便携式",2014,0.164057939750869,1517
"PWSN",2014,0.482395273425269,1674
"工作面",2014,0.148717134821267,1674
"能耗",2014,0.124033159660547,1674
"寿命",2014,0.107384383375053,1674
"跳",2014,0.106624589333898,1674
"抽采",2019,0.531103145693452,135
"瓦斯",2019,0.420730730616776,135
"抽",2019,0.189679694890518,135
"钻孔",2019,0.124825418803291,135
"阀门",2019,0.093619064102468,135
"煤矿",2011,0.167704471140293,2392
"百万吨",2011,0.130974359153453,2392
"矿用",2011,0.112561862695328,2392
"死亡率",2011,0.107740375447533,2392
"倍",2011,0.106598457916557,2392
"FEC",2012,0.22328009798541,2043
"策略",2012,0.164590256934781,2043
"长距离",2012,0.163867482508844,2043
"丢",2012,0.136293742621884,2043
"井下",2012,0.13496459931803,2043
"煤矿",2019,0.421186356728618,247
"场景",2019,0.191325827398937,247
"感知",2019,0.119681629744179,247
"配置",2019,0.104538761358782,247
"WSN",2019,0.0827990999846681,247
"应急",2019,0.341305492631176,242
"煤矿",2019,0.212650061398671,242
"事故",2019,0.162791129639444,242
"通信",2019,0.128815561821888,242
"重构",2019,0.120752837611312,242
"煤矿",2019,0.338561281963674,311
"智能化",2019,0.239426843021707,311
"露天煤矿",2019,0.205652721828667,311
"成套",2019,0.0822610887314669,311
"煤机",2019,0.0749648026203096,311
"避险",2010,0.169171291272881,2455
"灾害",2010,0.114449145439201,2455
"煤矿",2010,0.112853760654558,2455
"监控",2010,0.105772024240677,2455
"采矿业",2010,0.102826360914334,2455
"地质",2019,0.444158064975113,133
"开采",2019,0.339650284980969,133
"煤炭",2019,0.196801633405229,133
"精准",2019,0.161985383960198,133
"煤层",2019,0.0912553752508126,133
"开采",2017,0.566006737667401,903
"煤炭",2017,0.507554149363675,903
"精准",2017,0.129970573560985,903
"少人",2017,0.118870639660553,903
"采矿",2017,0.103874217352815,903
"长壁",2019,0.509661093227567,184
"开采",2019,0.347601963893567,184
"自动化",2019,0.233577164216117,184
"采煤机",2019,0.154818614107161,184
"支架",2019,0.139750197138467,184
"防伪",2015,0.25831504387774,1243
"指纹",2015,0.168264553590635,1243
"密码学",2015,0.150484443088052,1243
"原语",2015,0.150284681336334,1243
"外包",2015,0.12915752193887,1243
"剥绒机",2018,0.416789516239433,440
"剥绒",2018,0.312592137179574,440
"棉籽",2018,0.208394758119716,440
"车间",2018,0.183837104184846,440
"投入产出",2018,0.104197379059858,440
"eMTC",2018,0.710436675408124,407
"代",2018,0.282062068957057,407
"合作伙伴",2018,0.177609168852031,407
"Rel",2018,0.177609168852031,407
"增强型",2018,0.161855823839305,407
"D2D",2016,0.616958165486002,937
"前传",2016,0.102826360914334,937
"勾画出",2016,0.102826360914334,937
"负责管理",2016,0.102826360914334,937
"未来",2016,0.09722152484263,937
"中继",2019,0.242268035440971,267
"协作",2019,0.193611607636361,267
"G",2019,0.162758951131459,267
"密集",2019,0.133383938191683,267
"网络",2019,0.12636329496947,267
"KLEIN",2013,0.257409262009497,1761
"分组",2013,0.14487256408623,1761
"微处理器",2013,0.114946529922071,1761
"算法",2013,0.112149771101041,1761
"tiny",2013,0.0941542581866188,1761
"TFAD",2014,0.286781777228967,1489
"转发",2014,0.196717564443725,1489
"路由",2014,0.193251651538634,1489
"子网",2014,0.161529172855983,1489
"IPv6",2014,0.131292137388053,1489
"M2M",2013,0.333451272547065,1833
"TCP",2013,0.229043333562474,1833
"拥塞",2013,0.120366188369165,1833
"连接",2013,0.117633215337176,1833
"通信",2013,0.113275312357911,1833
"元素",2013,0.154407472706701,1976
"项",2013,0.152227826466885,1976
"频繁",2013,0.140302382110763,1976
"维护",2013,0.135611553050971,1976
"查询",2013,0.120387109848083,1976
"RESTful",2017,0.435831123279286,879
"服务",2017,0.192259081227949,879
"隐私",2017,0.178121470498463,879
"超媒体",2017,0.132454295415074,879
"交互方式",2017,0.0972095235221953,879
"道路",2012,0.216830954171179,2044
"Road",2012,0.177609168852031,2044
"延误",2012,0.161855823839305,2044
"通行",2012,0.141031034478529,2044
"Time",2012,0.141031034478529,2044
"STEP",2016,0.355218337704062,1052
"时空",2016,0.304401180049139,1052
"车",2016,0.267519987435599,1052
"流",2016,0.161727549072832,1052
"语言",2016,0.161727549072832,1052
"BOA",2012,0.387046535267903,2107
"部件",2012,0.231734642595711,2107
"交通",2012,0.124156638399681,2107
"监控",2012,0.109221111987656,2107
"车",2012,0.0913888155835899,2107
"聚类",2014,0.4291005879832,1507
"质心",2014,0.279841297534219,1507
"初始",2014,0.20518465298305,1507
"抽样",2014,0.186560865022812,1507
"理想",2014,0.131215582670307,1507
"格网",2013,0.691237534233276,1810
"操作",2013,0.236492711453679,1810
"多维",2013,0.189832518186116,1810
"主流",2013,0.0988371527875518,1810
"定义",2013,0.098197380807216,1810
"隐患",2015,0.338700262711472,1315
"主动",2015,0.237290647732645,1315
"交管",2015,0.168060288806223,1315
"目标",2015,0.145964354928234,1315
"车",2015,0.135609210220811,1315
"调度",2014,0.143402436971538,1514
"搜索",2014,0.115988306428867,1514
"取用",2014,0.114923579845432,1514
"信息检索",2014,0.0987675167767831,1514
"所述",2014,0.0987675167767831,1514
"乳",2018,0.456276876254063,372
"生鲜",2018,0.421717785868347,372
"罐",2018,0.229847159690864,372
"储藏",2018,0.209460477909689,372
"温度",2018,0.182829888728943,372
"放置",2018,0.186560865022812,429
"链",2018,0.147635630851862,429
"PFBR",2018,0.144718582027581,429
"placing",2018,0.144718582027581,429
"FRTP",2018,0.144718582027581,429
"电力系统",2019,0.312202849379674,171
"高容量",2019,0.200379575115112,171
"G",2019,0.1836254833278,171
"高带宽",2019,0.172210029251827,171
"通信",2019,0.149871951735082,171
"副本",2019,0.160712726709237,198
"电力",2019,0.159409140955212,198
"UEP",2019,0.130246723824823,198
"泛",2019,0.128785323696931,198
"边缘",2019,0.101340082844895,198
"灾害",2015,0.297881337444495,1417
"防灾",2015,0.151019680451926,1417
"减灾",2015,0.148408442649068,1417
"大连市",2015,0.107052101773827,1417
"应急",2015,0.102859189560081,1417
"调度",2019,0.282648281567089,71
"RB",2019,0.206424818809548,71
"信令",2019,0.206424818809548,71
"预",2019,0.162828372526178,71
"信道",2019,0.160333436714968,71
"软件体系结构",2016,0.349375492846167,1096
"参考模型",2016,0.191376954796762,1096
"构件",2016,0.124681780169772,1096
"以物端",2016,0.0849435155379278,1096
"开发方法",2016,0.0774093070535806,1096
"边缘",2019,0.382415406961868,265
"流",2019,0.209788094316174,265
"服务",2019,0.107012130117443,265
"端的",2019,0.0939922657628895,265
"云端",2019,0.0832755858080605,265
"制造",2013,0.652185307577764,1962
"对云",2013,0.254904972791534,1962
"云",2013,0.246920073517843,1962
"云池",2013,0.158259027753987,1962
"角度",2013,0.148839791592657,1962
"制造",2018,0.323154882133126,370
"强国",2018,0.242024905975541,370
"SoSM",2018,0.211210903499712,370
"出台",2018,0.12101245298777,370
"战略",2018,0.10832813350592,370
"上下文",2015,0.486363621885748,1264
"不一致性",2015,0.192958109370108,1264
"质量",2015,0.141884494166916,1264
"完整性",2015,0.111579421320618,1264
"底层",2015,0.0958759949818527,1264
"钢铁",2011,0.384954391834022,2326
"连铸",2011,0.316816355249569,2326
"维修",2011,0.303652910927197,2326
"维护",2011,0.186924032583771,2326
"设备",2011,0.112879580767819,2326
"后门",2018,0.342387319660068,377
"泄露",2018,0.172407650742852,377
"静态",2018,0.131443468023112,377
"隐私",2018,0.115485349004498,377
"语义",2018,0.113162974943617,377
"mMTC",2017,0.381209923389725,672
"接入",2017,0.17988537849856,672
"AI",2017,0.16380954002003,672
"MTC",2017,0.16380954002003,672
"蜂窝",2017,0.0896295664470783,672
"服务",2012,0.118159227004677,2196
"保障机制",2012,0.104940486575332,2196
"有待",2012,0.0969588362039884,2196
"海量",2012,0.0948649980118072,2196
"系统安全",2012,0.0877746695648928,2196
"即插即用",2013,0.242339234696177,2009
"传感",2013,0.179726284548202,2009
"软件系统",2013,0.142034217105622,2009
"设备",2013,0.117649140518571,2009
"PCP",2013,0.11006765393647,2009
"家庭",2013,0.350465298000337,1723
"消息",2013,0.111392460527013,1723
"MINA",2013,0.104197379059858,1723
"框架",2013,0.103994706875215,1723
"数据分析",2013,0.10153253984685,1723
"竞争",2016,0.412742750027366,1082
"产业",2016,0.30222950741017,1082
"协同",2016,0.211759698119337,1082
"博弈",2016,0.175449020334715,1082
"学理",2016,0.132454295415074,1082
"矛盾",2014,0.162119150107529,1613
"布局",2014,0.15298638590271,1613
"监测",2014,0.145306916571601,1613
"成本",2014,0.143370589750291,1613
"居高不下",2014,0.113042162681419,1613
"网关",2014,0.193177985545397,1693
"建筑",2014,0.151890229715596,1693
"XM",2014,0.130246723824823,1693
"其以",2014,0.130246723824823,1693
"卡中",2014,0.130246723824823,1693
"心率",2019,0.162747065022012,115
"呼吸",2019,0.157097861191272,115
"床垫",2019,0.0989215623985995,115
"人体生理",2019,0.0989215623985995,115
"监测",2019,0.0927021341165655,115
"情绪",2017,0.699448381591282,806
"栈式",2017,0.139550061240881,806
"识别",2017,0.128027861357569,806
"多模",2017,0.127172433016597,806
"测量",2017,0.126861555444573,806
"标签",2017,0.242184934936585,898
"定位",2017,0.21967193818153,898
"迭代",2017,0.171537716194928,898
"双",2017,0.127207493113758,898
"矿井",2017,0.124781579028272,898
"HT",2017,0.166272413393391,782
"Storm",2017,0.151524601041051,782
"流",2017,0.141941731899028,782
"算法",2017,0.132034482289169,782
"漂移",2017,0.124870069796469,782
"不确定性",2013,0.19366999557793,1925
"概率分布",2013,0.17208697029318,1925
"位置",2013,0.172044707700349,1925
"近似",2013,0.137687747312439,1925
"查询",2013,0.131565912905405,1925
"脑血管",2013,0.462718624114501,1910
"样条",2013,0.102826360914334,1910
"球",2013,0.102826360914334,1910
"分割",2013,0.10079118213922,1910
"平台",2013,0.0736882279069229,1910
"观光",2018,0.305606838024724,488
"游客",2018,0.242667925247971,488
"means",2018,0.242667925247971,488
"K",2018,0.19718158073043,488
"园区",2018,0.146643968492397,488
"日常行为",2018,0.209880973150664,599
"感知",2018,0.179522444616269,599
"上约",2018,0.162808404781028,599
"用户",2018,0.12424259377786,599
"分类器",2018,0.119486705996032,599
"配电",2019,0.343723774987597,48
"边缘",2019,0.194884774701721,48
"边云",2019,0.150284681336334,48
"计算技术",2019,0.106004198778756,48
"将会",2019,0.104171310705596,48
"频谱",2015,0.532797392634099,1205
"学习",2015,0.426488080877992,1205
"极速",2015,0.114923579845432,1205
"赤字",2015,0.114923579845432,1205
"已成",2015,0.114923579845432,1205
"软件",2017,0.168043599892231,808
"定义",2017,0.140189681810302,808
"因特网",2017,0.0816495462770429,808
"传感器",2017,0.0739703541036126,808
"网络",2017,0.0650290640778557,808
"室内空间",2015,0.494607811992997,1331
"室内",2015,0.340450550833987,1331
"对象",2015,0.233154782364008,1331
"数据管理",2015,0.115359668138427,1331
"87",2015,0.0989215623985995,1331
"数字型",2019,0.382542825219759,180
"保形",2019,0.218595900125576,180
"轻量级",2019,0.175278870449264,180
"加密",2019,0.173880173896058,180
"格式",2019,0.154187925496372,180
"Top",2018,0.25831504387774,446
"TWSNs",2018,0.240455490138134,446
"k",2018,0.193931334894215,446
"VPP",2018,0.180341617603601,446
"主管",2018,0.180341617603601,446
"NN",2016,0.189070519883082,1097
"k",2016,0.178485476362817,1097
"隐私",2016,0.159431101280546,1097
"双层",2016,0.109829478177969,1097
"查询",2016,0.108668010659331,1097
"水务",2019,0.282062068957057,210
"环境工程",2019,0.118406112568021,210
"数字滤波",2019,0.118406112568021,210
"偶然",2019,0.107903882559537,210
"限幅",2019,0.107903882559537,210
"知识",2019,0.180109204124513,103
"融合",2019,0.105233332417735,103
"从发",2019,0.0941542581866188,103
"电子信息",2019,0.0941542581866188,103
"相互依存",2019,0.0941542581866188,103
"交通系统",2016,0.436847431991209,1137
"智能",2016,0.191393752205893,1137
"无人驾驶",2016,0.100086540597665,1137
"拓宽",2016,0.0971458703267952,1137
"助力",2016,0.0946595690392588,1137
"完整性",2014,0.202341786424703,1672
"保护",2014,0.171959969931861,1672
"虚部",2014,0.116638857156558,1672
"增添",2014,0.116638857156558,1672
"开销",2014,0.0979762369055553,1672
"程序",2011,0.387862669788429,2299
"错误",2011,0.196413585707198,2299
"片段",2011,0.150284681336334,2299
"错误诊断",2011,0.150284681336334,2299
"违反",2011,0.12915752193887,2299
"核",2019,0.386111400028556,92
"IP",2019,0.307849290365803,92
"克隆",2019,0.237751735273473,92
"状态机",2019,0.169171291272881,92
"轻量化",2019,0.158501156848982,92
"子系统",2013,0.28024598843318,1756
"容错",2013,0.234521614290678,1756
"事件",2013,0.198383274596185,1756
"基站",2013,0.173744144159463,1756
"动态",2013,0.124012561192601,1756
"TWT",2017,0.440270615745879,886
"终端",2017,0.251107280182848,886
"苏醒",2017,0.22013530787294,886
"唤醒",2017,0.174799028649444,886
"接入点",2017,0.155273755957614,886
"IPv6",2012,0.223606921489028,2070
"简化",2012,0.217347637459754,2070
"协议",2012,0.14485220026226,2070
"原则",2012,0.133107980249998,2070
"DHCPv6",2012,0.111275878889522,2070
"属性",2015,0.268353085214575,1371
"数据",2015,0.130868262083657,1371
"标注",2015,0.130209881964456,1371
"语义",2015,0.123558523822952,1371
"异构",2015,0.0992555696181824,1371
"标识",2013,0.449717859863969,1839
"映射",2013,0.166090084708344,1839
"感控",2013,0.107141817806158,1839
"元",2013,0.0888316129950227,1839
"多元",2013,0.0874975678671304,1839
"上下文",2013,0.397933872451975,1904
"事件处理",2013,0.201276367088208,1904
"查询",2013,0.186052806128855,1904
"事件",2013,0.184642441723722,1904
"模糊",2013,0.161945088473497,1904
"流",2014,0.360608724284018,1706
"工作",2014,0.187254477855973,1706
"表单",2014,0.140807268999808,1706
"服务",2014,0.0851598032466138,1706
"组件",2014,0.080135272063115,1706
"权能",2014,0.226516041434474,1470
"授权",2014,0.201597808658322,1470
"访问控制",2014,0.185193711652172,1470
"上下文",2014,0.142737149901252,1470
"Constrained",2014,0.113258020717237,1470
"可见光",2019,0.220202988223648,165
"链路",2019,0.194983073497343,165
"调制",2019,0.169696593438495,165
"下行",2019,0.158078091845151,165
"近场",2019,0.144317047879526,165
"AES",2018,0.231655536933127,571
"SOC",2018,0.18260657048537,571
"软硬件",2018,0.166088302616265,571
"硬件资源",2018,0.15911193633475,571
"芯片",2018,0.142458829435233,571
"时钟",2011,0.755098402259632,2309
"同步",2011,0.478723290012127,2309
"架构",2011,0.202746835516311,2309
"组织",2011,0.152895569887696,2309
"层",2011,0.143968088967047,2309
"事件",2015,0.412765200369481,1198
"响应",2015,0.174682781133793,1198
"实时",2015,0.163137408331821,1198
"事件处理",2015,0.160696454368811,1198
"引擎",2015,0.158852634567522,1198
"搜索",2011,0.219089023254526,2304
"实体",2011,0.2095417867586,2304
"典型",2011,0.178871309964154,2304
"内容",2011,0.173017947983164,2304
"策略",2011,0.160018305353259,2304
"IoTC",2012,0.37213349664235,2020
"控制系统",2012,0.177164707965108,2020
"干扰",2012,0.176377598348383,2020
"以太网",2012,0.162119150107529,2020
"S",2012,0.125862089770771,2020
"无线",2013,0.180599024404676,1995
"传感器",2013,0.160621340339273,1995
"成熟度",2013,0.134323822816425,1995
"相互关系",2013,0.120460879205226,1995
"新思路",2013,0.11470723775619,1995
"TOA",2010,0.24821462068221,2421
"IOT",2010,0.245116138913129,2421
"TOC",2010,0.208394758119716,2421
"中间件",2010,0.150870086466192,2421
"Agent",2010,0.134459058859989,2421
"信息家电",2012,0.520986895299291,2226
"相比之下",2012,0.173662298433097,2226
"简洁性",2012,0.158259027753987,2226
"精神",2012,0.14924869201825,2226
"情感",2012,0.142855757074877,2226
"ARTDDM",2014,0.211210903499712,1505
"订阅",2014,0.158618737309028,1505
"机制",2014,0.155498289413809,1505
"分发",2014,0.128926513290971,1505
"网速",2014,0.105605451749856,1505
"实体",2019,0.317250181821433,14
"Agent",2019,0.23561750968456,14
"异构",2019,0.176712018806203,14
"服务",2019,0.106012016751859,14
"逻辑",2019,0.105750060607144,14
"模式匹配",2019,0.307196312725508,233
"转换器",2019,0.17432356278517,233
"IDCM",2019,0.154748582762166,233
"监控器",2019,0.154748582762166,233
"转换",2019,0.11100790056189,233
"索引",2014,0.304880789754457,1576
"语义",2014,0.292759935177517,1576
"查询",2014,0.27491384786204,1576
"资源",2014,0.134574435729781,1576
"空间",2014,0.123233211781898,1576
"密钥",2018,0.276416977380727,619
"信道",2018,0.230479315277767,619
"速率",2018,0.217347637459754,619
"中继",2018,0.166559274365667,619
"可达",2018,0.157569209601549,619
"ClusterDB",2012,0.195370085737234,2182
"采样",2012,0.172347285173293,2182
"查询处理",2012,0.135422703917275,2182
"数据管理",2012,0.113917672286697,2182
"海量",2012,0.113837997614169,2182
"因素",2011,0.345836012504495,2398
"时代",2011,0.191819208111107,2398
"交互",2011,0.176624651418644,2398
"打扰",2011,0.153231439793909,2398
"向物",2011,0.153231439793909,2398
"CP",2019,0.201990711002143,216
"ABE",2019,0.193338618597578,216
"IBE",2019,0.160638862757806,216
"方案",2019,0.124812662695346,216
"隐藏",2019,0.115189922444823,216
"搜索",2016,0.262906827905431,1017
"隐私",2016,0.160139683952904,1017
"搜索引擎",2016,0.156503820811575,1017
"保护",2016,0.115213179854347,1017
"指明方向",2016,0.104197379059858,1017
"搜索",2019,0.265860837207739,159
"密文",2019,0.162440600761866,159
"属性",2019,0.153172322796634,159
"撤销",2019,0.139446416113601,159
"后台",2019,0.107197325657661,159
"切换",2019,0.240884586244677,322
"能量",2019,0.238554194666554,322
"输送",2019,0.22728467774571,322
"窃听",2019,0.201128180366089,322
"传输",2019,0.172441549287138,322
"社会关系",2011,0.232701206889572,2269
"节点",2011,0.179621021499312,2269
"感知",2011,0.167554281641851,2269
"因子",2011,0.10192834528015,2269
"传递",2011,0.100203523492976,2269
"CoAP",2019,0.408247731385214,64
"确认",2019,0.317002313697963,64
"数据包",2019,0.299783348122887,64
"丢失",2019,0.25106742061926,64
"模式",2019,0.199160522954539,64
"MAEER",2019,0.279100122481763,173
"P2P",2019,0.209603331444073,173
"point",2019,0.169563244022129,173
"路由",2019,0.16717801601358,173
"标志",2019,0.131243293726079,173
"ModBus",2018,0.390740171474468,376
"栈",2018,0.206708187618574,376
"协议",2018,0.173822640314712,376
"mus",2018,0.097685042868617,376
"出错率",2018,0.097685042868617,376
"缓存",2017,0.193875262661149,815
"AdvCache",2017,0.184601655814709,815
