title,year,abstract,citation
基于物联网模式的高速铁路工后变形监测预警体系研究,2016,"工程变形监测预警内容涵盖广泛,需要测绘、岩土、地质等各专业进行综合监测后,统筹各个监测内容所得到的数据及结论,进行变形分析和预警判断。为此,查阅有关变形监测预警的资料,研究轨道交通工程三级预警标准,初步建立一个可实现预警功能的变形监测物联网预警系统,并以高速铁路工后沉降监测为例,建立一个完善的运营期高速铁路沉降监测预警技术指标体系,对规范工程监测预警工作有实际意义。",0
物联网感知层低能耗时间同步方法研究,2016,"针对物联网感知层对时间同步的需求及节点能量有限的特点,提出一种低能耗时间同步(Low Energy Consumption Time Synchronization,LECTS)的方法,从同步消息量、同步周期和占空比角度研究同步能耗的降低.对网络进行父子群的划分,为每个群选择PS(Pairwise Synchronization)节点,群内节点持续同步,群间节点按需同步;父节点和PS节点间以同步周期和占空比双向交换N次同步消息,群内其他节点侦听同步消息,基于参数抵消的联合极大似然法估计子节点与父节点间的相位偏移和频率偏移,将群内子节点同步到父节点;在给定同步精度下,汇聚节点定期评估网络同步误差,由时间同步控制器调整网络同步周期和占空比.仿真结果表明LECTS算法在保证同步精度的同时,降低了同步能耗、提高了网络的生存周期.",0
物联网海量异构数据存储与共享策略研究,2016,"随着物联网向各行业的深入发展,各行业的信息化进程也进入了快车道.信息服务作为物联网在各行业应用中重要的公共服务之一,一直受到广泛关注.然而,当前物联网信息服务系统面对物联网海量异构数据存在性能低下、共享困难等问题.因此,本文提出了一种基于NoSQL、REST以及国家物联网标识管理公共服务平台(NIOT)的存储与共享策略,并着重对该系统的构成、逻辑设计进行了详尽阐述.针对性能改进的策略设计了适当的量化评测,实验结果表明提出策略具有较好的效果,基于实验结果对进一步的优化进行了讨论.",2
结构与语用特征相结合的SWoT本体摘要方法,2016,"针对语义物联网本体不利于用户理解、涵盖的内容过于宽泛等问题,提出了一种将结构特征与语用特征相结合的摘要方法。该方法以RDF语句作为本体摘要的基本单元,通过创建一个二分图模型来表征本体。每个RDF语句的重要度是它的结构重要度与语用重要度的线性总和。在重排序算法下抽取重要度高的RDF语句形成摘要,用户可以设定摘要长度。通过建立本体摘要原型系统进行实验,实验结果表明,该摘要方法能够为用户提供满足其偏好的最优摘要本体,利于用户理解本体,不但方便了语义物联网语义协同过程中对本体的相关操作,而且可以提高基于本体的信息检索的查准率。",0
基于RSSI的移动权值定位算法,2016,"为了减少传统基于RSSI(received signal strength indication,接收信号强度指示)定位算法对室内传播模型的依赖,以及简化这类算法的复杂程度,提出一种基于RSSI的移动权值定位算法。算法通过场境建模,设定三类基准点并平均分布在建模场景中;获取设定场境内不同定位标签的RSSI向量,根据判定规则确定基准点,再运用室内传播模型计算移动权值,估算待测终端的位置信息。通过真实场景实验对比分析,该算法较对比算法具有更好的定位精度以及稳定性。",1
精准医疗大背景下iPOCT发展趋势,2016,"精准医疗作为新型的医学概念与医疗模式,其核心是个性化,更重视患者的深度特征和用药的高度精准性;是在对患者和药物深度认识的基础上完成的更有针对性的个体化的诊断和治疗。以精准化、自动化、云端化为主要特征的智慧即时检测(Intelligent Point of Care Testing, iPOCT)新概念正是在精准医疗的大背景下,与大检验医学新理念相结合,对POCT个体化发展和应用的诠释。2014年9月,科技部成立了即时检测与健康监测物联网产业创新联盟,在十三五科研项目讨论会中诸位专家达成共识,一致认为2015年即时检测产业迈人了iPOCT时代。 2015年上海市科委推出的科技创新行动计划产学研医项目,由上海数家医院、高校、院所及企业合作进行了《基于医院门急诊的iPOCT自动化工作站的研发与应用》课题合作研究。",0
复合型电磁-摩擦纳米发电机,2016,"复合型电磁-摩擦纳米发电机主要是利用电磁发电机和摩擦纳米发电机从同一种机械运动中转换机械能为电能. 与单独的电磁发电机或摩擦纳米发电机相比, 复合型纳米发电机具有更大的输出功率, 更高的机-电转换效率, 可以解决一些具有更大功率的电子器件的供电问题. 复合型电磁-摩擦纳米发电机的最新研究成果表明, 该发电机在自驱动传感器、可穿戴设备的供电和物联网等方面具有重要的应用前景. 本文系统阐述了近期摩擦纳米发电机与电磁发电机复合型能源体系的相关工作.",1
物联网中具有时间持续性特征的乱序事件查询处理技术研究,2016,"现实世界中的很多事件都是基于时间段的,具有明显的时间持续性特征。具有这种特征的事件之间的时态关系复杂多变,在发生乱序事件时,查询处理极具挑战性。物联网环境中对于时序事件的有序到达具有非常严苛的要求,但网络延迟和机器故障却导致事件乱序问题频发。基于建立的时态事件语义表示模型,提出了一种用于处理具有时间持续性特征的乱序事件的查询处理模式,并构建了一种混合解决方案,使物联网环境中乱序事件在到达后的一定时间阈值内达到正确有序。最后,通过实验验证了所提方法的有效性。",0
基于社交网络群智感知信息的非常规突发事件描述方法研究,2016,"群智感知是以近年来兴起的物联网、大数据、云计算等多种技术为基础发展起来的。群智感知就是用城市环境中感知的大数据来解决城市本身所面临的挑战,通过对多源异构数据的整合、分析和挖掘来提取知识和价值,从而提高城市服务的现代化水平。非常规突发事件是一类前兆特征不充分、具有明显的复杂性和潜在次生衍生危害、破坏性严重、采用传统管理方式难以应对处置的罕见重大突发事件。由于构成群智感知网络的基本单元是无所不在的移动智能终端用户,这种新型的体系架构无论是在感知及认知的广度、深度还是在构建的成本与速度上,都是传统技术手段所无法比拟的。对社交网络信息进行语义感知、时空关联等以对非常规突发事件进行描述,并通过实例对该方法进行验证。非常规突发事件的语义信息包括关键词、模式、语句等。时空信息用来描述非常规突发事件的客观时间属性与空间属性。时间属性包括非常规突发事件的发生时间、结束时间,以及重要时间点。空间属性包括非常规突发事件的发生位置、影响位置,位置信息可以是路名建筑物名称,也可以具体到GIS信息。多媒体信息包括图像、视频、音频等。",0
基于物联网的云平台在老年慢性病管理中的应用现状,2016,"老年慢性病已成为我国重大的公共卫生问题,物联网及云平台技术在医疗卫生领域的应用为上述问题的解决打开了思路。通过对国内外云平台技术在慢性病管理的应用情况进行综述,旨在为我国慢性病管理提出有益的建议,更好地促进我国社区老年慢性病云平台的建设和发展。",0
一种数字博物馆特征模型可视化定制方法,2016,"数字博物馆领域仿真资源的重用与共享以及仿真资源从自然语言描述动态转换成视景仿真表述的方法是构建数字博物馆急需解决的问题。借鉴IOD(Internet of Data)思想,提出一种数字博物馆特征模型可视化定制方法,用数据语义标签和关联语义标签模拟物联网中的RFID(Radio Frequency Identification,无线射频识别)标签,实现对特征和特征关系的与平台无关、直观且无二义性的描述以及标识、访问、存储和可视化。通过构建特征编辑器、特征关联编辑器和模型融合引擎,给出从领域特征模型DFM (Domain Feature Model)到应用系统特征模型AFM(Application Feature Model)的可视化定制方法。通过数字博物馆实例化描述,验证了Web3D环境下特征模型可视化定制方法的可行性和有效性。",0
基于数据世系管理的精准农业不确定性复杂事件处理,2016,"伴随物联网采集数据流的增加和对复杂事件匹配的准确性、可靠性要求的提高,不确定性复杂事件处理的研究得到广泛的关注。精准农业中存在大量的RFID及传感器监测数据,但是监测硬件和无线通信技术不能保证100%的可信数据,因此需要一个能应用在精准农业中处理不确定事件的流处理引擎。本文在现有流处理引擎SASE基础上,加入概率流理论和数据世系管理理论,提出一种新型的复杂事件处理引擎PUCEP,可以计算输出复杂事件的概率,同时提高不确定性复杂事件的匹配效率,从而减少计算资源消耗和反应时间,提高整个系统的实时性。实验使用温室传感器采集数据,结果表明所提方法对处理概率事件流的复杂事件是有效的。",2
基于粒子群算法的生猪养殖物联网节点部署优化研究,2016,"要构建有效稳定的生猪养殖物联网系统,无线传感器网络的覆盖率和连通性是网络节点部署中需要考虑的2个关键问题。采用粒子群算法结合虚拟力算法提高网络覆盖率,通过增加节点的方式提高网络连通性。以生猪养殖场物联网系统中节点部署为应用实例,以猪舍墙壁作为主要障碍物进行部署优化,仿真结果显示虚拟力导向的粒子群算法可提高网络覆盖率15%,而提升连通性只需增加10个节点,网络性能得到了明显改善。",0
基于物联网的卡车偷油漏油报警系统设计,2016,"基于物联网,采用移动通信(GSM)、射频识别(RFID)、无线射频收发(NRF)技术设计了卡车偷油漏油报警系统。通过三重防盗措施来提高系统的安全可靠性;采用平均值和中值滤波算法测量燃油液位,有效避免了外部震动等干扰信息对系统的影响;用手机短信通知司机油箱油量的异常变化,使司机能及时有效地监控油量变化。仿真结果表明:该系统能够很好地实现偷油漏油的检测和油量异常及时报警。",0
展望大数据时代的地球空间信息学,2016,"20世纪90年代,随着全球信息化和互联网的推进,地球空间信息学应运而生,推动了数字地球和数字城市的建设。21世纪以来,随着全球信息化与工业化的高度集成发展,出现了物联网和云计算,人类进入了大数据时代。本文论述大数据时代地球空间信息学的特点(无所不在、多维动态、互联网+网络化、全自动与实时化、从感知到认知、众包与自发地理信息、面向服务)和必须解决的主要关键技术问题(全球空天地一体化的非线性地球参考框架构建技术、星基导航增强技术、天地一体化网络通信技术、多源成像数据在轨处理技术、天基信息智能终端服务技术、天基资源调度与网络安全、基于载荷的多功能卫星平台设计与研制)。本文最后给出大数据时代地球空间信息学的新定义,即地球空间信息学是用各种手段和集成各种方法对地球及地球上的实体目标(physical objects)和人类活动(human activities)进行时空数据采集、信息提取、网络管理、知识发现、空间感知认知和智能位置服务的一门多学科交叉的科学和技术。从这个新定义出发,地球空间信息学将在构建智慧地球和智慧城市的大数据时代面临更多的发展机遇和艰巨的任务,必将为人类社会的进步和可持续发展作出更大的贡献。",9
基于物联网的智能温室信息管理系统设计,2016,"智能温室信息管理系统中需要采集和处理环境信息、作物信息、控制信息等大量、多类型的数据信息,针对上述问题提出了一种Zigbee无线传感、WIFI无线通讯及工业以太网相混合的物联网温室信息管理系统方案。重点讨论了以SQL SERVER 2008数据库为核心、以MCGS为采集及显示平台、以S7-300为控制信息终端的信息管理方法。该方案经过实际验证能很好的满足智能温室信息管理要求。",0
基于物联网平台的小麦病虫害诊断系统设计初探,2016,"小麦是中国主要粮食作物,栽培品种多、种植面积大、分布区域广、生长周期长,容易遭受病虫害威胁,快速监测和准确识别病虫害成为一项重要的课题。基于前期构建的小麦物联网监控系统平台,研发了集成图像获取、图像识别诊断于一体的应用系统。初步研究了小麦比较常见的三种病虫害的识别与诊断方法,并利用图像分割、特征提取及数字图像分类识别技术,将物联网系统获取的感白粉病、锈病、蚜虫的不健康叶片与健康小麦叶片的图片分别进行对比实验研究。实验结果显示,识别率都较为理想,其中白粉病的识别率为82.5%,锈病、蚜虫和健康叶片的识别率都在95%以上。将病虫害图像识别技术与物联网技术结合,方便病虫害图像的远程传输、多点获取等优点,大幅度提升对病虫害远程识别和诊断能力,具有广阔的发展前景。",1
基于物联网的身份双向认证机制研究,2016,"在物联网中要保证信息来源的准确真实性,就需要严格确保网络中接入设备的合法性.提出了1种全新的身份双向认证机制,通过对传感器节点的ID身份信息和初始工作状态信息进行认证来判断该节点身份的合法性.同时在终端基站引入了传感器节点信息表定时更换机制,对传感器节点的ID信息和工作状态信息进行实时更新.在传感器节点认证过程中加入了自动告警机制,后台基站显示认证中告警类型.当身份认证失败,基站控制端发送命令启用备用传感器节点,保证了信息采集的顺利及时进行.实验结果显示,该方案能够有效提高安全性,同时缩短认证响应时间.",0
物联网环境下的设备调度节能方法研究与仿真,2016,"在对物联网环境下的设备调度节能优化研究过程中,设备调度任务速度与关键速度彼此独立,缺少可直接建立的关联。传统的方法只能根据设备功耗进行设备调度节能,设备调度本身存在很多干扰,很难包括各矢量特征,导致节能效果差,稳定性弱的问题。提出改进粒子群算法的物联网环境下的设备调度节能优化方法。通过分析物联网环境下的设备调度实时系统性能建立设备节能调度的周期任务模型,同时计算物联网环境下设备处理器的动态功耗和静态功耗,以保障任务时限和可靠性为基础,利用DVS技术节约耗能,融合粒子群优化算法将设备调度节能最优问题转化为有约束的粒子群寻优过程,并有效完成对物联网环境下的设备调度节能。仿真结果证明,改进粒子群算法的物联网环境下的设备调度节能方法节能效果明显,具有较好的稳定性。",0
海量物联网差异数据定位识别建模仿真,2016,"在物联网下的差异数据进行定位识别问题的研究中,由于大型物联网结构下的数据量很大,形成海量的差异数据。上述数据特征很难用统一标准进行衡量,使得定位识别需要的特征分区过多,导致传统的定位识别过程需要进行多次分类校验,效率较低。提出采用不一致率的海量物联网差异数据识别模型,首先统计样本数据在每个特征子集划分下的频数表并计算物联网数据不一致率,再根据特征子集对应的物联网数据不一致率差异最小化原则完成特征个数最小化的最优特征子集筛选;然后由模糊优选模型得到有序综合指标特征数据集,最后采用聚类分析将有序综合指标数据集聚类为几个簇进而完成物联网差异数据的定位识别。仿真结果表明,所提方法的识别定位速度和精度比传统方法有明显提高。",0
车载自组织网络通信性能优化研究与仿真,2016,"建立良好的车载自组织网络通信机制,可以提高车载自组织网络通信性能。当车辆高速行驶或车辆移动区域受限时,会切断车辆之间的通信过程,降低了通信网络的安全性,导致车载自组织网络中链路层、网络层以及应用层的安全信息泄露,传统方法的车载自组织网络通信终端处理能力差,无法解决车辆通信安全低的情况下链路层、网络层以及应用层所出现的安全方面问题,不能保证良好的车载自组织网络通信状态。提出一种多路秘钥协商的车载自组织网络通信优化机制,计算出车载物联网传感器节点能量消耗最大化值,通过能量消耗最大化值建立车载自组织网络层叠协同路由交互体系。并以此体系为基础,建立一种用于车载自组织网络通信的多层链路传输网络机制,通过此机制的多路车辆通信方法及车辆通信密码设置,实现车载自组织网络通信的优化。仿真结果表明,采用提出的方法进行车载自组织网络通信,耗时短,安全性高。",0
基于物联网园林视觉监控方法研究与仿真,2016,"针对传统算法不能克服恶劣天气带来的影响,导致监控准确性低的问题。提出采用基于物联网的园林视觉监控方法。利用物联网中视觉传感器采集园林中游客的行为图像,提取游客行为的轮廓图像,利对游客行为图像轮廓进行傅里叶变换变换,并将变换结果转化为符号序列,利用隐马氏模型分类器实现对游客行为的识别和分类,最终实现对园林的准确监控。仿真结果表明,改进算法相比传统识别方法,识别准确率提高,识别时间缩短。",1
智慧钢铁工厂的互联网+CPPS模式,2016,"结合钢铁产业结构特点,介绍智慧工厂和CPS系统(信息物理系统)的概念,论述中国钢铁行业建设智能工厂的技术思路,探讨钢铁智慧工厂的互联网+CPPS模式(具有互联网思维与概念的信息物理生产系统)设计理念。中国钢铁企业智慧工厂建设可以从采用互联网+CPPS模式推进钢铁企业制造体系的纵向集成、通过价值链及网络实现企业间横向集成和发展生产流与人机交互的端到端工程数字化集成三方面来考虑。智慧钢铁工厂的互联网+CPPS模式对钢铁企业的转型升级和发展进步具有重要的现实意义。",1
基于物联网的现代设计方法在农业装备设计中的应用,2016,"通过分析农业装备开发面临的严峻形势,提出了现代设计机械理论与方法及其体系结构。通过分析现阶段现代机械设计理论与方法学的研究现状,重点论述了智能优化设计、计算机辅助工业设计技术(CAID)、有限元分析方法、可靠性设计、机械设备状态监测技术、智能化技术、数据处理等现代设计方法的特点及其在农业装备中的应用。",0
面向未来智能社会的智能交通系统发展策略,2016,"随着物联网、大数据、云计算、人工智能等信息技术的快速发展,智能交通与信息、传感器、电子控制等先进技术相融合,进一步拓宽和深化了未来智能交通系统的内涵,并有望对人类未来智能生活的理念和模式产生重大影响。本文分析了智能交通系统的国际前沿和发展趋势,介绍了智能交通系统的大数据挖掘、无人驾驶、电动汽车、车联网等关键技术,指出了智能交通系统的发展重点,对智能交通系统助力智能社会发展提出了建议。",0
基于自证明公钥认证的安全高效在线/离线签密方案,2016,"基于自证明公钥密码体制,提出一种适用于物联网通信的高效在线/离线签密方案,以解决物联网中因信息在不安全信道上传输而被窃取或篡改的问题。运用随机预言机模型,在适应性选择身份和消息攻击下,证明了新方案的密文是语义安全的,并且签密是存在性不可伪造的。由于新方案无双线性对运算,比现有的在线/离线签密方案更高效。同时,新方案具有可公开验证性以及无密钥托管等优点。",0
海量不完整数据上基于维度组合的Skyline查询,2016,"随着互联网、物联网等信息技术的快速发展,多维数据日益增多,这些海量数据中往往伴随着大量的不完整数据,如何从海量不完整数据中高效地获取用户所需的近似的结果集是一个亟需解决的问题。针对海量高维的不完整数据集,提出了一种基于维度组合的Skyline查询算法,通过构建RankList数据结构提高查询效率,并减少不完整数据对查询结果的影响;利用维度的不同组合,划分出查询子空间,并渐进地查询出每个子空间的最优先点,从而获得海量不完整数据集上均匀分布的Skyline点。实验结果表明,该算法与Iskyline算法相比,平均查询效率提高了85%,并且在数据量大、维度高时,较普通方法查询效率更高。",1
索塔斜拉悬挑管桁架结构新技术研究,2016,"河南中牟的国家农业公园领头雁项目为独特的景观造型类建筑,由49只张拉膜结构和索塔斜拉悬挑管桁架结构组成。基础采用桩基和大型承台作为刚性嵌固端,上部结构由四肢格构式主塔、倒三角悬挑管桁架、横向稳定支撑桁架、建筑索体和张拉膜结构组成整体空间稳定体系。主要介绍了索塔斜拉悬挑管桁架结构的概念设计与构造措施,对设计阶段和施工阶段的预应力钢结构受力全过程进行了仿真模拟,分析了结构受力与变形之间的协调关系。提出了索塔斜拉悬挑管桁架结构施工新技术,基于物联网建筑结构全寿命健康监测系统对该结构进行了现场监测,确保了预应力和膜结构张拉过程的准确性,研究成果将为国内类似工程提供参考依据。",0
水质全流程在线监测预警系统的开发建设,2016,"为了解决传统水质监测实时性差、未形成系统规模和统一标准、信息不对称等问题,北京市自来水集团利用现代物联网技术开发建设北京供水水质在线监测预警管理平台。该平台通过双网络数据采集链路,利用本地/远程I/O设备和GPRS网络实现数据的实时采集和存储,实现了自来水水质管理的设备物联化,平台智能化,管理扁平化,服务前置化。运行结果表明,该系统对保障水质安全、提高精细化管理水平、实现科学调度都给予有力支持,在南水切换过程中发挥了重要作用,在城市智慧供水开发建设方面取得了成功经验。",0
引入时频聚集交叉项干扰抑制的大数据聚类算法,2016,"面向大数据集管理的数据聚类方法研究在模式识别、故障诊断和数据挖掘等领域具有重要的研究意义。传统的大数据聚类算法采用混合差分进化的粒子群算法,因数据信息流分量之间的交叉作用而出现的类间交叉项干扰影响了聚类分量的正确判断,聚类效果不好。提出了一种基于时频聚集交叉项干扰抑制的大数据聚类算法。在面向传播学视域下物联网大数据库中生成大数据聚类的信息特征向量,对任意两个分簇矢量进行近邻样本的隶属度训练,在时间滑动窗口模型中进行信息调度,采用高频分量抑制方法实现对时频聚集交叉项的干扰抑制,通过频域卷积相似度融合处理,采用粒子群优化算法进行聚类适应度计算,以实现数据聚类算法改进。仿真结果表明,采用该算法进行大数据聚类,具有较好的抗干扰性和自适应性,聚类准确度较高。",0
基于HBase的高效交通数据云索引技术,2016,"随着智能交通和物联网的发展,交通数据具有海量、多维、频繁更新等特征,传统数据库已无法满足查询效率需求。为提高查询效率,基于HBase提出一种支持高效更新和查询的交通数据索引框架。该框架采用三层索引结构,包括时间区间B+-树索引、子空间R-树索引、本地区域数据索引以支持数据更新,同时利用z-ordering技术进行数据分区以支持高效的多维查询。基于多样化数据集进行验证,实验证明所提方案在可拓展性和高效性方面均优于现有方案。",0
可延展柔性光子/电子集成器件及转印技术,2016,"基于无机半导体材料的光子/电子集成器件,是现代信息系统的重要组成部分和基础支撑.人与信息的交互融合是信息技术的主要发展方向,这种新的信息交互手段对电子集成器件提出了可延展柔性化的需求,以实现物理世界、信息数据和人类社会资源的综合利用.可延展柔性化的集成器件,可突破传统刚性无机集成器件不可变形、无法与人体曲面环境集成的瓶颈,极大拓展了传统半导体器件的物理形态及应用范围,也必将在健康医疗、脑机融合、物联网等领域产生巨大影响.本文对可延展柔性光子/电子集成器件的基本原理和设计方法进行了详细介绍,并以大脑、心脏和皮肤可集成的可延展柔性无机电子集成器件为例展示了其在生物医疗方面的应用价值,然后介绍了可延展柔性光子/电子集成器件的转印制备技术,最后展望了其未来发展方向.",0
差异物联网设备下的数据分发模型仿真分析,2016,"研究差异物联网设备下的数据分发模型。差异物联网设备下数据节点的利用存在很强的随机性,导致传统的数据分发过程,由于易造成数据节点冲突,使得数据分发效率大大降低。为提高分发效率,提出一种基于分簇的随机线性网络编码的数据分发模型,将整个数据分发任务划分成多个子任务,获取差异物联网设备下数据分发子任务量。采用分簇的随机线性网络编码(CRLNC)的数据分发模型,差异物联网设备下的目标节点可将原始数据先分簇再分块,并顺序传递同一簇内的数据。中间节点得到数据块后对其进行随机线性编码组合。一簇数据块发送完成后,继续进行下一簇数据的线性组合及发送。目标节点获取符合可解性条件的编码数据块后,采用高斯-约旦消元法解码得到原始数据,实现数据的有效分发。仿真结果表明,所提方法可有效提高数据分发效率。",0
IPv6物联网层次转发体系中的地址压缩,2016,"作为""互联网+""计划的重要组成部分,物联网广泛应用于人类社会的各个方面.IPv6节点标识是物联网大规模部署的基础.然而,128b的IPv6地址却给资源受限的物联网增加了存储、带宽等代价.面向物联网层次转发体系,设计了IACH地址压缩机制,包括:去除尾部无效寻径信息、地址剥离、地址扩展等.接着,提出了地址映射机制,将外部无规律的IPv6地址映射成物联子网虚拟地址,使其可应用上述IACH机制进行压缩.该机制与现有6LoWPAN兼容.实验及性能分析表明:IACH可大幅提升物联网报文传输的有效负载比例.对于相同长度的IP上层负载,IACH转发时延略低于标准6LoWPAN.",1
基于ZigBee的微网控制策略研究与实现,2016,"良好的微网控制策略是解决分布式电源并网的重要方法。在研究微网控制策略的基础上,提出了利用物联网的技术和手段对相应的功能进行设计和实现的方案。介绍了微网的运行方法,选用了Droop控制方法作为微网的并网控制策略,并采用无线传感网络技术对其功能进行了实现。",0
基于物联网技术的城市客运行业监管信息平台体系架构设计,2016,"为提高城市客运行业管理部门的信息监测能力和服务水平,在物联网(IOT)技术快速发展的背景下,本文探讨了城市客运行业监管信息平台建设和发展的新模式。针对当前城市客运行业监管业务中存在的问题,从准确性、全面性、稳定性、协调性、经济性五个方面分析了物联网技术应用的效果,论文给出了典型物联网技术路线的基本思想、优缺点和应用局限性。分析结果显示:物联网技术与传统方式相比具有明显的技术优势,物联网技术在城市客运行业监管领域具有广泛的适用性。在业务需求分析和典型物联网技术路线对比分析的基础上,本文将物联网技术与城市客运行业监管相融合,最后提出了基于物联网技术的城市客运行业监管信息平台体系架构设计方案。",0
智能用电网络数据采集与通信机制的研究,2016,"智能用电网络是一个具备计算、通信、精确控制、远程协调和自治等功能的用户侧信息物理系统。文中在分析智能用电网络的数据采集和通信的主要需求基础上,结合信息物理系统理论,提出了基于时间驱动和事件驱动的多智能体数据采集和通信机制,建立了该机制的混合动态系统。利用线性时序逻辑描述了该系统的形式化规格,并利用符号化模型检测方法对该系统进行了可到达性分析。最后通过实验分析了该机制的通信实时性、吞吐量和网络规模,验证其适合低功耗、低成本、低通信速率、资源和功能高度有限的嵌入式物联网通讯环境。该机制可对用电设备进行毫秒级(100ms)追踪,相比较传统通信机制(1s间隔的被动轮询),其数据监测的频率上升了10倍,而信息吞吐量反而降低了90%以上,计算与控制核心设备的平均运行负荷降低了90%以上,网络规模约可扩大一个量级。",2
基于物联网的设施蔬菜环境远程监控系统的设计及应用,2016,"农业物联网的快速发展对设施蔬菜精准化生产提供了理论依据与技术支持,本研究论述了物联网在设施蔬菜生产远程环境控制中的系统设计与应用实际效果。该远程控制系统分为感知层、网络层、应用层,实现了设施环境数据的实时采集和存储、数据查询与分析;如果环境参数超过设定的极值参数,可以通过网络客户端、手机短信等方式及时向用户提供预警信息,并可远程控制环境调控设备,实现温、光、水等环境因子的自动控制。该技术在保定地区日光温室内进行示范应用,提高了设施蔬菜的产量、质量以及应对异常情况的能力。",0
云医疗在全科医疗中的应用研究,2016,"随着疾病谱的变化、医疗模式的转变,需要全科医生发挥更大的作用,但信息化严重不足已经对全科医学的发展产生了制约和阻碍。云医疗是指在云计算、物联网、通信等新技术的基础上,通过医疗技术的有效嵌合,提高诊疗水平和资源利用效率的医疗服务。本研究总结了云医疗在全科医疗中的应用背景、优势和既往实践情况;并以脑卒中为切入点,协同二级医院、社区卫生服务机构共同组成脑卒中协同医疗基地,开发应用脑卒中系统化干预的医疗协同云计算系统,实现基地内部的信息共享、区域监测、协同会诊等模块功能,以期借力云医疗推动全科医学发展。",0
互联网+创伤医学的探索与思考,2016,"2015年3月5日十二届全国人大三次会议上,李克强总理在政府工作报告中首次提出互联网+行动计划。李克强总理所提出的互联网+实际上是创新2.0下的互联网发展新形态、新业态,是知识社会创新2.0推动下的互联网形态演进。新一代信息技术发展催生了创新2.0,而创新2.0又反过来作用于新一代信息技术形态的形成与发展,重塑了物联网、云计算、社会计算、大数据等新一代信息技术的新形态。新一代信息技术的发展又推动了创新2.0模式的发展和演变,新一代信息技术与创新2.0的互动与演进推动了互联网+的浮现,伴随知识社会的来临,驱动当今社会变革的不仅仅是无所不在的网络,还有无所不在的计算、无所不在的数据、无所不在的知识。创伤医学作为传统医学模式中的一个学科随着互联网+概念的介入,形成了互联网+创伤医学的新起点,不仅仅使学科随着互联网移动了、泛在了,更加入了无所不在的计算、数据、知识,造就了无所不在的创新潜在空间,有可能使学科的诸多传统模式发生根本性的改变,形成创伤医学学科的新常态。国内的相关探索已经提示了互联网+创伤医学的起步。",0
基于物联网的猪肉制品追溯系统研究,2016,"目前国内在肉品溯源方面的侧重点是政府主导和企业主体的监管模式,而消费者作为肉品安全的最重要利益相关者并不能很有效地参与其中。针对这种情况,提出方便消费者的肉品溯源方案。方案首先对猪肉食品供应链的流程、肉品信息编码的设计、系统总体架构等展开讨论,说明其可行性。然后重点对系统功能进行划分,并给出相关的数据交换模型、FSM模型。实验结果表明,消费者通过手机等智能终端扫描二维码标签即可得到该肉品的基本信息和追溯码,凭借该追溯码消费者还能获取更加详细的有关信息,极大地方便了消费者对肉品信息的获取。",0
基于情境感知技术的智慧城市服务系统研究,2016,"随着城市规模越来越复杂,全国各级政府都在进行城市物联网和信息化建设,目前虽然搭建了互联骨干网和部署了大量的传感器,收集了众多的城市行为数据,但落后的信息管理模式难以体现信息价值,将信息体现在服务提升之中,造成信息资源的极大浪费。因此,将情境感知技术引入到智慧城市服务的应用之中,构建了一个基于情境感知的城市服务系统,并通过情境信息采集、情境信息推理和服务配置模型等关键技术,实时感知城市内的情境需求,从而提供智能化的业务服务组合。最后通过一社区智慧街道管理系统来验证本文所设计的系统效果。",0
智慧城市固体废物管理系统的构建方法研究,2016,"针对目前城市固体废物管理中存在的主要问题,利用智慧城市概念构建了智慧城市固体废物管理系统。阐述了智慧城市固体废物管理的概念,分析了智慧城市固体废物管理系统的需求,并运用物联网等技术构建了智慧城市固体废物管理系统的体系框架。对系统的主要服务功能进行了设计,并以城市固体废物运输路线设计决策为例,介绍了智慧城市固体废物管理系统的应用方法。",1
基于机器视觉的棉花氮素营养诊断系统设计与试验,2016,"采用数码相机和CCD数字摄像头为图像监测设备,融合机器视觉技术,集成数字图像处理技术、农业物联网技术、Web远程控制技术、信息传输服务技术和数据库管理技术等构建了远程服务系统平台。通过2年试验对棉花的生长状况进行实时跟踪监测,获取其冠层图像,运用数字图像处理技术对棉花群体冠层图像进行分割,筛选棉花长势监测与氮素营养诊断反应敏感的特征颜色参数覆盖度,构建了覆盖度与棉花地上部总含氮量间的关系模型。研究结果表明,覆盖度与棉花地上部总含氮量间指数函数模型相关性最高,其决定系数为0.978,根均方差为1.479g/m~2。依据棉花覆盖度与氮素营养诊断的最佳模型,搭建了棉花长势长相监测中心(田间监测)、网络信息服务控制中心(服务器)、图像分析与数据处理中心、决策诊断与评价中心以及用户浏览中心,形成一个大型环式""一网三层五中心""棉花监测管理诊断体系,初步实现对棉花生长信息和氮素营养状况快速准确的监测与诊断。",2
